rainfall_mm,avg_temp_c,min_temp_c,max_temp_c,soil_ph,nitrogen_kg_ha,phosphorus_kg_ha,potassium_kg_ha,fertilizer_kg_ha,irrigation_type,season,rice_variety,region,yield_ton_per_ha
1299.3,21.8,14.5,28.9,7.35,94.3,41.6,140.4,97.5,Canal,Kharif,MTU1010,Tamil Nadu,9.66
1698.4,25.9,18.3,33.5,6.92,163.6,18.0,88.8,63.9,Rainfed,Rabi,Basmati,Punjab,9.46
1315.2,21.4,14.5,30.3,7.73,71.7,102.9,129.6,242.5,Rainfed,Kharif,MTU1010,Punjab,6.77
1136.6,21.3,13.6,30.6,5.05,35.5,78.3,67.4,342.6,Rainfed,Rabi,MTU1010,Andhra Pradesh,4.9
187.3,23.5,19.0,31.3,5.44,17.8,9.3,83.6,348.1,Canal,Rabi,IR64,West Bengal,0.03
735.4,28.7,21.4,32.9,5.53,154.6,36.4,8.4,138.2,Rainfed,Kharif,Basmati,West Bengal,6.91
530.4,34.1,28.7,41.0,5.57,43.0,18.3,141.4,314.7,Borewell,Kharif,MTU1010,Andhra Pradesh,5.35
488.0,28.7,24.9,38.0,5.65,175.5,116.3,22.5,236.9,Canal,Kharif,Swarna,Tamil Nadu,8.21
1946.0,26.0,19.7,34.3,6.94,44.6,39.0,44.2,293.2,Borewell,Kharif,Basmati,Tamil Nadu,9.12
786.2,21.5,15.1,30.7,5.45,86.6,59.6,50.8,270.7,Canal,Rabi,IR64,West Bengal,5.33
1784.1,29.9,25.5,37.9,5.5,82.4,38.1,18.5,51.1,Rainfed,Kharif,Swarna,Punjab,7.86
1262.3,24.9,21.7,29.1,6.5,11.2,56.9,147.5,143.0,Rainfed,Rabi,Basmati,Andhra Pradesh,6.67
1589.6,31.1,27.1,40.9,5.18,95.7,119.8,155.2,305.2,Rainfed,Kharif,MTU1010,Punjab,6.96
1005.3,37.6,32.6,47.1,5.78,121.1,34.5,138.4,304.0,Canal,Kharif,IR64,Andhra Pradesh,7.85
1153.8,22.0,18.2,26.8,4.7,133.6,33.9,55.4,48.8,Borewell,Kharif,Swarna,Punjab,5.77
985.0,23.8,19.8,28.5,7.83,94.1,44.6,8.8,184.8,Canal,Kharif,MTU1010,Tamil Nadu,5.57
390.5,28.5,23.6,35.8,5.61,146.3,20.3,29.3,347.6,Rainfed,Rabi,Basmati,West Bengal,4.93
1444.9,37.4,29.6,46.0,7.48,135.4,88.7,123.5,316.6,Rainfed,Kharif,Basmati,Andhra Pradesh,8.52
561.5,33.9,27.1,40.2,6.35,34.9,45.5,45.8,232.4,Borewell,Kharif,IR64,Tamil Nadu,4.43
48.6,36.2,31.6,41.0,5.3,72.3,69.7,142.8,82.6,Canal,Kharif,IR64,Punjab,0.75
1290.9,26.0,18.2,33.1,5.18,25.7,79.4,133.6,129.8,Rainfed,Kharif,Basmati,Andhra Pradesh,6.21
354.2,37.9,31.6,43.9,6.93,24.0,4.3,37.9,261.5,Borewell,Kharif,Swarna,Tamil Nadu,1.97
1880.9,21.9,16.6,28.0,7.88,128.2,77.3,111.0,312.6,Canal,Kharif,Swarna,Tamil Nadu,9.34
1907.9,21.0,15.6,28.8,5.14,95.5,63.9,70.8,245.5,Borewell,Kharif,Swarna,Tamil Nadu,7.86
1829.7,35.4,30.3,44.7,4.9,108.2,9.9,34.4,158.2,Canal,Kharif,IR64,Tamil Nadu,5.84
740.3,36.7,32.5,44.0,5.85,131.8,14.9,94.4,230.7,Canal,Kharif,Swarna,West Bengal,6.77
30.9,21.6,16.7,29.8,5.88,49.9,52.9,134.0,1.5,Canal,Kharif,MTU1010,Andhra Pradesh,1.18
1856.6,22.0,16.4,30.0,7.32,72.2,41.6,148.3,294.2,Canal,Rabi,Swarna,Tamil Nadu,10.69
856.4,20.6,15.0,27.9,6.14,109.2,52.5,9.4,337.6,Rainfed,Kharif,IR64,Andhra Pradesh,6.07
1933.3,21.9,15.1,27.7,4.72,17.4,76.3,67.0,18.4,Borewell,Kharif,Swarna,Andhra Pradesh,0.5
1927.2,23.8,19.0,30.0,7.72,149.9,18.5,96.7,159.8,Borewell,Rabi,Swarna,Andhra Pradesh,8.31
1706.0,37.5,30.9,43.4,5.81,61.8,79.5,54.1,339.5,Rainfed,Kharif,MTU1010,West Bengal,7.17
588.9,32.0,26.1,41.5,6.84,118.6,98.2,50.8,238.9,Borewell,Rabi,Swarna,Punjab,5.96
770.2,34.0,26.2,43.0,6.84,179.2,0.4,123.5,193.4,Borewell,Rabi,MTU1010,Punjab,6.0
1702.3,34.0,29.0,41.4,4.7,85.6,44.2,125.2,34.8,Rainfed,Kharif,Basmati,West Bengal,0.64
633.8,29.6,22.1,39.1,4.51,38.7,33.0,116.6,294.9,Rainfed,Rabi,Basmati,West Bengal,3.95
339.0,34.4,27.3,43.7,4.81,39.0,51.8,143.8,275.7,Canal,Kharif,Basmati,West Bengal,4.1
1113.6,30.7,24.5,40.3,7.85,10.9,73.8,79.2,235.9,Rainfed,Rabi,Swarna,West Bengal,3.56
1872.3,25.7,19.4,31.0,7.28,138.1,22.5,126.0,24.2,Borewell,Rabi,MTU1010,Punjab,0.2
1392.1,30.1,26.7,38.4,4.96,52.8,16.1,1.8,257.1,Rainfed,Kharif,Basmati,Tamil Nadu,5.58
1140.1,29.6,21.9,37.3,6.65,31.1,87.5,158.0,20.7,Rainfed,Kharif,Basmati,Tamil Nadu,1.2
194.4,34.8,31.3,43.2,6.64,128.5,82.3,147.1,328.9,Canal,Kharif,IR64,West Bengal,0.26
1230.0,37.7,31.9,43.3,4.5,55.6,55.3,134.6,347.7,Canal,Kharif,MTU1010,Tamil Nadu,4.91
1980.1,27.4,22.7,35.6,6.0,108.1,60.2,94.0,212.4,Rainfed,Kharif,MTU1010,Tamil Nadu,9.9
280.2,33.7,28.6,40.2,6.99,75.2,32.4,87.1,339.4,Rainfed,Kharif,MTU1010,Andhra Pradesh,4.41
1036.7,21.8,15.7,30.8,5.15,60.1,39.5,24.0,160.3,Rainfed,Kharif,MTU1010,West Bengal,4.7
1754.7,34.0,26.4,42.8,7.48,88.1,38.4,8.6,116.0,Canal,Rabi,Swarna,Andhra Pradesh,6.67
1481.5,26.7,21.4,32.0,6.81,56.5,87.2,40.9,193.6,Canal,Kharif,Basmati,Tamil Nadu,8.42
1394.0,20.7,12.8,25.8,4.52,156.7,66.7,24.2,223.5,Canal,Kharif,IR64,Punjab,7.92
1405.0,26.5,20.6,34.8,7.49,13.1,87.5,89.7,306.6,Borewell,Kharif,MTU1010,Punjab,7.82
719.0,31.0,27.2,38.3,4.57,5.4,70.9,53.2,240.8,Rainfed,Rabi,Swarna,West Bengal,3.47
587.2,22.1,18.2,29.5,7.61,73.2,65.5,62.1,342.3,Canal,Kharif,Basmati,West Bengal,5.52
1618.7,36.6,30.1,45.1,5.67,31.1,38.5,4.2,374.3,Canal,Kharif,Swarna,Andhra Pradesh,6.47
1620.2,21.4,18.1,30.5,6.95,133.9,47.5,87.8,208.8,Borewell,Kharif,MTU1010,Tamil Nadu,10.94
1734.1,36.7,31.3,42.2,7.26,63.6,106.5,105.0,287.1,Canal,Rabi,MTU1010,West Bengal,7.89
1826.5,32.7,29.0,40.1,5.48,47.1,69.1,53.5,192.6,Rainfed,Kharif,MTU1010,Andhra Pradesh,5.56
1022.7,25.9,20.8,34.9,5.75,64.7,62.9,21.0,362.4,Borewell,Rabi,MTU1010,Andhra Pradesh,6.45
1003.0,27.0,20.3,36.3,6.28,39.5,6.4,112.6,12.2,Borewell,Kharif,Swarna,Tamil Nadu,0.62
1596.6,33.3,28.0,39.1,6.54,53.9,80.5,20.6,287.4,Rainfed,Rabi,IR64,Andhra Pradesh,7.08
1299.9,30.8,27.0,35.5,5.52,102.2,82.3,130.7,198.5,Borewell,Kharif,Swarna,Tamil Nadu,9.92
1403.9,32.1,27.8,37.5,7.97,155.5,82.9,87.4,24.5,Borewell,Kharif,MTU1010,Tamil Nadu,1.2
1591.6,27.0,22.2,36.7,7.08,66.8,10.9,38.0,298.3,Canal,Kharif,IR64,Tamil Nadu,8.24
1780.0,28.8,25.4,35.6,5.46,57.7,36.1,143.8,157.1,Canal,Kharif,MTU1010,Tamil Nadu,8.06
676.0,37.8,31.9,44.3,6.74,140.7,44.5,22.7,210.9,Rainfed,Kharif,IR64,West Bengal,4.37
751.2,23.9,17.8,27.9,6.02,4.0,99.2,96.2,285.1,Rainfed,Kharif,Swarna,Punjab,5.96
188.0,27.5,24.2,31.8,7.51,54.4,117.7,98.8,100.8,Rainfed,Kharif,MTU1010,Tamil Nadu,0.18
1156.6,25.3,20.2,33.3,5.65,81.4,49.8,6.0,115.3,Rainfed,Kharif,Basmati,Tamil Nadu,6.29
71.9,33.8,28.7,41.3,5.16,108.1,66.5,97.6,142.7,Canal,Kharif,Swarna,Punjab,0.94
931.2,33.8,29.1,41.2,4.66,28.1,0.9,111.1,299.0,Rainfed,Rabi,Swarna,Tamil Nadu,3.53
1085.3,25.3,19.5,29.9,7.95,77.9,1.1,145.6,392.7,Rainfed,Kharif,IR64,Andhra Pradesh,5.89
573.1,21.5,16.7,27.6,5.76,101.9,8.9,113.4,145.2,Rainfed,Kharif,IR64,West Bengal,6.19
1181.7,20.2,15.1,29.1,5.27,91.8,86.3,77.5,244.3,Canal,Kharif,Basmati,Tamil Nadu,7.12
61.0,27.7,20.7,32.7,6.22,103.4,21.4,136.5,129.6,Rainfed,Kharif,IR64,Andhra Pradesh,0.01
74.7,27.4,23.6,36.7,5.52,119.2,90.9,56.6,350.7,Rainfed,Kharif,Basmati,Punjab,0.25
1645.2,37.8,31.7,42.5,5.32,68.3,51.8,136.9,374.2,Borewell,Kharif,Swarna,Punjab,6.21
720.4,28.5,22.9,33.5,6.66,11.5,102.0,135.0,75.8,Rainfed,Rabi,Swarna,Punjab,5.58
254.1,24.6,20.1,31.5,4.76,10.0,104.4,96.6,261.6,Canal,Rabi,Swarna,Punjab,4.19
1044.5,36.0,29.4,45.7,6.28,154.6,105.6,55.1,362.4,Borewell,Kharif,IR64,Andhra Pradesh,8.08
1540.0,28.8,23.1,34.8,5.86,121.9,65.2,94.6,190.0,Rainfed,Kharif,Basmati,Tamil Nadu,9.94
431.6,30.8,25.4,38.7,6.36,137.6,94.6,144.9,134.1,Canal,Rabi,Swarna,Tamil Nadu,7.32
1245.8,21.7,15.4,29.3,5.62,167.2,79.4,101.8,362.3,Canal,Rabi,MTU1010,Tamil Nadu,11.03
170.7,26.9,19.9,31.8,6.5,135.1,22.4,134.4,103.1,Canal,Kharif,MTU1010,Andhra Pradesh,0.46
103.4,37.0,29.1,42.5,4.79,124.6,45.8,55.1,82.8,Borewell,Kharif,Swarna,West Bengal,0.82
1062.7,30.6,24.5,40.2,5.82,118.0,115.5,46.8,352.2,Rainfed,Kharif,IR64,Punjab,7.09
1081.3,26.2,18.8,31.3,5.33,46.5,92.7,40.9,253.4,Rainfed,Rabi,Swarna,Punjab,4.22
1274.9,31.3,28.3,39.4,6.03,172.3,31.6,78.6,74.0,Rainfed,Kharif,Basmati,Tamil Nadu,8.63
1452.2,36.4,30.7,46.2,5.89,97.6,33.7,69.1,257.1,Borewell,Kharif,MTU1010,Tamil Nadu,6.96
1951.7,24.9,20.9,29.6,6.71,40.0,30.5,136.7,350.5,Canal,Rabi,MTU1010,Punjab,10.11
1032.6,29.1,25.6,35.5,6.7,37.8,39.5,18.0,35.7,Borewell,Rabi,IR64,Andhra Pradesh,0.61
645.9,37.3,31.6,42.6,5.95,146.7,111.4,88.6,102.7,Rainfed,Rabi,MTU1010,Tamil Nadu,5.86
1590.4,23.1,16.4,28.4,5.14,45.0,52.0,64.5,241.7,Rainfed,Kharif,Basmati,Tamil Nadu,6.69
541.7,33.0,27.9,37.7,6.54,7.5,43.7,150.0,46.0,Borewell,Rabi,IR64,Punjab,5.24
877.9,31.1,24.7,39.0,7.88,77.1,28.7,126.1,362.2,Rainfed,Kharif,Swarna,West Bengal,6.08
156.9,32.2,26.8,40.7,5.15,147.1,107.1,69.3,237.2,Canal,Kharif,Basmati,West Bengal,0.36
50.7,26.3,21.1,34.4,4.74,74.6,114.9,102.5,234.0,Rainfed,Kharif,Basmati,West Bengal,0.68
1925.3,25.6,21.2,35.2,5.43,144.6,38.8,119.3,22.4,Canal,Rabi,MTU1010,Andhra Pradesh,0.27
1672.0,32.3,27.4,37.2,5.95,148.9,74.0,11.4,168.5,Borewell,Kharif,IR64,Tamil Nadu,9.87
1391.9,23.9,19.1,29.8,5.57,154.4,115.0,107.8,78.0,Canal,Rabi,Swarna,Tamil Nadu,10.53
817.9,27.6,21.3,33.6,7.42,106.0,59.9,22.3,323.4,Canal,Rabi,MTU1010,Tamil Nadu,6.35
346.6,23.4,19.8,28.8,6.23,125.9,56.2,30.2,134.5,Borewell,Rabi,Swarna,Andhra Pradesh,5.4
312.9,20.1,16.7,25.0,5.36,47.1,63.3,73.8,161.2,Rainfed,Rabi,Swarna,Punjab,2.64
500.5,37.5,31.2,44.4,7.83,17.9,4.0,156.7,256.3,Canal,Kharif,IR64,Punjab,3.65
1098.5,27.8,22.0,36.8,4.94,95.9,36.0,152.3,287.0,Canal,Rabi,Basmati,West Bengal,6.93
1429.2,37.4,32.3,47.2,4.93,1.9,83.9,144.4,316.0,Rainfed,Kharif,MTU1010,West Bengal,5.55
1320.4,22.5,18.8,27.3,5.36,83.8,116.0,5.5,69.9,Rainfed,Rabi,Swarna,Tamil Nadu,4.62
559.9,30.6,25.5,39.5,4.77,18.4,68.2,136.5,105.0,Canal,Rabi,Basmati,Andhra Pradesh,4.7
1909.7,23.6,16.7,32.6,7.13,19.5,22.9,124.2,37.0,Canal,Kharif,Swarna,Tamil Nadu,1.15
1475.8,34.2,26.8,40.6,5.59,156.7,51.2,79.8,342.6,Borewell,Kharif,Basmati,Punjab,8.19
1108.7,34.1,27.6,38.8,7.05,115.3,58.8,52.1,126.2,Rainfed,Kharif,Basmati,West Bengal,7.86
1223.4,22.0,18.7,32.0,7.17,116.1,18.3,120.9,50.5,Rainfed,Kharif,Basmati,Andhra Pradesh,8.44
839.2,36.4,30.1,44.4,5.33,72.8,39.5,17.1,124.5,Canal,Rabi,IR64,Punjab,3.45
495.5,23.5,19.3,33.4,6.31,74.4,53.4,104.1,22.9,Canal,Kharif,Swarna,West Bengal,1.05
711.9,31.0,26.5,37.9,6.32,54.6,31.4,107.5,334.6,Canal,Kharif,IR64,Andhra Pradesh,6.76
1515.7,37.7,33.8,44.1,7.55,78.2,42.5,88.6,114.8,Canal,Kharif,MTU1010,Andhra Pradesh,5.4
28.8,35.9,29.0,41.4,4.59,105.7,33.1,140.4,140.0,Rainfed,Rabi,Swarna,Andhra Pradesh,0.72
232.1,37.2,31.0,47.1,5.61,33.6,73.5,52.8,376.1,Canal,Kharif,Swarna,West Bengal,0.45
92.0,26.2,20.1,31.7,7.59,47.1,69.4,76.5,75.7,Rainfed,Rabi,IR64,Andhra Pradesh,1.18
81.5,21.9,15.6,26.0,5.33,89.1,66.2,121.4,81.6,Canal,Kharif,Swarna,Andhra Pradesh,0.63
1710.9,23.4,19.2,30.5,4.98,69.3,11.6,114.7,224.2,Canal,Kharif,MTU1010,Punjab,7.49
1407.3,29.0,23.8,35.3,6.52,147.5,22.0,90.0,388.9,Rainfed,Kharif,MTU1010,Punjab,9.93
948.3,34.3,28.1,39.8,5.57,147.9,13.3,43.5,360.5,Canal,Rabi,IR64,Andhra Pradesh,7.64
195.7,22.7,16.5,30.5,6.14,60.5,7.6,47.1,237.2,Borewell,Rabi,Swarna,Tamil Nadu,0.7
983.2,31.9,24.9,38.1,7.37,81.1,29.6,118.6,324.9,Rainfed,Kharif,MTU1010,Punjab,7.16
946.9,25.8,21.4,32.2,6.32,175.8,23.3,0.9,195.0,Rainfed,Kharif,IR64,Andhra Pradesh,7.22
346.4,26.1,19.3,30.3,6.31,148.9,87.0,104.4,173.9,Rainfed,Kharif,Basmati,Andhra Pradesh,7.81
867.7,31.9,26.7,39.4,5.47,38.8,83.5,39.7,160.2,Rainfed,Kharif,IR64,Tamil Nadu,4.19
797.0,28.4,22.1,33.1,7.28,50.4,24.2,107.7,181.8,Borewell,Kharif,Basmati,West Bengal,6.76
1231.7,34.6,29.3,39.9,7.09,15.0,19.9,29.9,282.8,Borewell,Kharif,MTU1010,West Bengal,6.13
1270.2,22.8,15.1,31.1,5.32,122.0,17.4,60.2,328.6,Canal,Kharif,Swarna,Punjab,7.5
90.6,34.2,30.3,40.1,5.62,57.0,38.4,120.6,230.4,Canal,Kharif,Basmati,West Bengal,0.74
749.2,21.2,14.8,26.1,7.26,96.6,35.3,120.8,347.6,Rainfed,Kharif,IR64,Andhra Pradesh,7.25
1251.7,23.5,17.6,31.0,5.75,138.3,3.4,33.6,255.5,Canal,Kharif,Basmati,Punjab,8.41
1006.3,31.8,27.9,37.1,5.91,150.5,68.1,60.2,321.1,Canal,Rabi,Basmati,Tamil Nadu,8.88
1713.0,35.4,32.1,41.0,5.78,58.6,107.8,80.4,275.8,Rainfed,Kharif,IR64,Andhra Pradesh,7.74
1317.4,24.5,17.6,32.3,5.07,42.7,64.7,94.0,309.5,Canal,Kharif,Basmati,Punjab,7.06
325.9,25.9,22.1,34.3,5.69,152.7,7.7,118.8,7.6,Borewell,Kharif,IR64,Punjab,0.3
141.1,29.7,25.7,38.1,7.31,68.6,71.9,3.8,346.9,Borewell,Kharif,Swarna,West Bengal,0.81
1284.8,23.8,15.9,30.7,6.22,148.0,58.2,18.5,354.4,Rainfed,Rabi,Basmati,Andhra Pradesh,8.33
53.0,34.6,28.0,41.3,6.1,27.0,108.8,25.2,336.5,Borewell,Kharif,IR64,West Bengal,0.21
1171.6,33.9,29.7,42.7,5.05,164.1,43.6,30.5,292.1,Canal,Rabi,MTU1010,Andhra Pradesh,6.09
1880.5,22.6,16.7,27.8,5.12,87.0,90.2,4.8,315.0,Canal,Kharif,MTU1010,Punjab,8.76
1150.9,28.3,22.7,33.3,4.65,30.6,4.6,147.3,72.5,Rainfed,Kharif,Basmati,Andhra Pradesh,5.28
776.3,33.9,26.7,41.9,4.55,96.3,86.6,26.0,19.1,Canal,Rabi,IR64,West Bengal,0.66
1286.6,26.1,19.4,32.5,6.21,156.6,5.0,11.8,115.9,Rainfed,Kharif,IR64,Andhra Pradesh,7.97
916.5,31.4,24.2,39.7,5.93,70.1,41.4,75.5,177.0,Rainfed,Rabi,MTU1010,Tamil Nadu,5.47
1091.2,20.9,16.8,26.4,5.46,32.1,113.8,150.6,108.3,Rainfed,Kharif,Basmati,Tamil Nadu,5.69
1882.9,31.0,24.8,36.9,7.97,103.8,84.4,154.3,348.3,Rainfed,Kharif,MTU1010,Andhra Pradesh,9.22
772.2,22.7,19.5,32.1,5.89,150.2,111.0,108.2,385.8,Canal,Kharif,Basmati,Punjab,9.89
1922.4,35.0,31.6,41.5,7.26,21.8,59.5,28.5,308.3,Canal,Rabi,Swarna,Tamil Nadu,5.96
1810.7,26.4,19.8,33.9,5.24,7.5,72.7,0.6,190.6,Canal,Kharif,Basmati,Tamil Nadu,6.03
391.6,25.1,21.9,29.7,5.36,10.1,62.1,53.6,58.3,Canal,Kharif,MTU1010,Punjab,3.52
138.7,35.1,29.2,40.2,6.49,41.5,57.5,20.1,348.8,Borewell,Rabi,Swarna,Andhra Pradesh,0.81
201.6,20.9,13.7,25.1,4.51,1.3,69.4,120.8,336.8,Rainfed,Rabi,Basmati,Punjab,0.49
36.4,27.1,22.2,33.7,4.56,77.2,4.7,155.1,64.9,Rainfed,Kharif,MTU1010,Punjab,0.35
188.9,26.7,23.4,36.6,5.0,125.6,22.3,13.4,19.5,Rainfed,Kharif,Basmati,West Bengal,1.01
1366.0,25.1,18.6,34.4,5.28,127.9,25.8,63.5,359.6,Canal,Kharif,Swarna,Tamil Nadu,7.42
142.4,36.4,28.8,44.2,6.35,114.6,45.9,144.4,328.8,Canal,Kharif,Basmati,Punjab,0.5
638.0,33.5,26.9,42.7,6.9,53.3,52.1,116.5,373.7,Canal,Rabi,IR64,Andhra Pradesh,5.13
1689.8,21.2,15.3,28.7,5.59,132.5,88.8,139.2,143.2,Canal,Kharif,Basmati,Andhra Pradesh,11.81
46.5,32.9,28.7,39.1,5.34,103.8,19.9,147.7,263.2,Rainfed,Kharif,IR64,Tamil Nadu,1.08
1628.9,29.5,26.4,34.5,7.38,155.0,68.4,66.0,345.7,Canal,Kharif,IR64,Andhra Pradesh,10.97
563.7,36.2,29.7,44.1,5.07,86.0,32.7,111.0,136.6,Rainfed,Kharif,Basmati,Andhra Pradesh,3.41
236.3,25.6,21.5,30.8,6.87,32.4,61.9,113.5,189.8,Canal,Rabi,Swarna,Tamil Nadu,0.71
1393.5,30.3,23.0,36.8,7.76,114.2,75.2,100.9,212.7,Rainfed,Kharif,Basmati,West Bengal,6.89
1257.9,29.0,23.7,38.0,5.31,27.1,69.9,52.1,11.7,Rainfed,Kharif,MTU1010,West Bengal,0.8
1754.9,28.8,23.2,33.6,4.8,173.4,25.8,133.1,331.4,Rainfed,Kharif,Basmati,Punjab,8.62
1470.1,28.2,21.4,33.0,7.93,126.6,85.1,123.0,377.5,Canal,Kharif,Swarna,West Bengal,9.02
1607.0,23.7,16.8,29.0,5.45,136.1,78.5,71.2,166.9,Rainfed,Rabi,MTU1010,West Bengal,7.1
564.1,33.6,27.4,40.9,5.46,122.3,111.8,67.4,244.5,Rainfed,Kharif,Basmati,West Bengal,4.69
354.9,28.1,20.4,33.6,6.19,17.6,76.1,1.7,216.6,Canal,Kharif,Swarna,Tamil Nadu,3.64
1501.2,37.3,29.3,44.3,5.31,83.8,86.4,135.0,139.2,Rainfed,Kharif,MTU1010,Tamil Nadu,6.61
1613.7,24.7,17.0,30.5,7.98,117.3,97.3,45.4,33.0,Canal,Kharif,MTU1010,Punjab,1.17
1981.0,32.3,25.2,39.3,4.65,41.3,12.7,75.3,208.1,Borewell,Kharif,IR64,West Bengal,6.84
825.2,36.9,30.4,42.6,6.08,122.3,83.6,65.8,97.6,Canal,Rabi,IR64,Punjab,6.23
744.0,31.9,25.6,41.8,6.42,147.6,38.2,108.5,260.9,Canal,Rabi,Swarna,Punjab,6.08
1552.8,35.7,32.2,42.6,6.13,49.5,98.8,62.4,214.9,Rainfed,Kharif,Swarna,Punjab,6.97
681.6,34.9,30.5,43.4,6.32,35.9,57.6,28.8,236.2,Canal,Rabi,MTU1010,West Bengal,4.6
1861.5,26.5,23.5,34.7,7.96,159.0,69.7,139.0,240.7,Rainfed,Kharif,Basmati,West Bengal,9.37
1716.8,30.8,27.1,37.7,7.57,0.9,31.2,29.4,354.3,Rainfed,Kharif,MTU1010,West Bengal,4.81
858.0,22.8,17.6,28.2,5.58,46.0,78.1,4.5,59.0,Borewell,Kharif,MTU1010,Tamil Nadu,5.27
1501.7,29.6,25.9,36.7,6.43,73.2,4.3,31.4,322.3,Rainfed,Kharif,IR64,Tamil Nadu,7.73
1509.1,24.1,16.6,32.2,4.5,121.0,89.8,72.8,381.9,Canal,Kharif,Swarna,Tamil Nadu,8.35
206.2,33.4,26.4,40.1,5.93,179.5,19.6,67.7,288.5,Rainfed,Kharif,Swarna,Punjab,0.08
1805.1,29.5,26.1,34.0,5.07,66.7,27.3,127.4,55.6,Borewell,Rabi,Swarna,Punjab,6.7
1010.5,27.4,23.2,31.5,6.99,170.8,0.1,31.2,340.1,Canal,Rabi,MTU1010,Punjab,8.12
1652.9,24.8,17.7,30.8,5.27,66.0,37.6,124.1,316.7,Borewell,Kharif,MTU1010,Andhra Pradesh,7.61
640.1,38.0,31.0,42.9,7.12,125.2,46.6,15.4,345.1,Canal,Rabi,IR64,Tamil Nadu,6.03
1791.0,21.3,13.6,30.7,5.6,29.8,28.1,75.8,194.5,Rainfed,Kharif,Swarna,West Bengal,8.26
778.4,20.8,12.8,25.8,7.74,82.9,27.6,138.5,328.1,Borewell,Kharif,IR64,Andhra Pradesh,5.97
21.7,23.9,16.0,30.3,6.06,156.8,107.2,66.1,61.6,Canal,Kharif,Basmati,Punjab,0.99
1810.8,37.5,32.4,45.8,7.44,57.6,39.2,154.1,230.7,Borewell,Kharif,MTU1010,Andhra Pradesh,7.49
182.6,37.6,33.4,46.5,6.7,18.9,86.7,101.0,220.7,Borewell,Rabi,Basmati,Tamil Nadu,0.81
638.6,31.8,25.0,38.7,7.92,94.1,28.5,121.1,358.7,Canal,Kharif,Basmati,Punjab,6.64
1900.1,35.8,31.3,40.9,7.1,79.1,97.1,81.6,345.2,Canal,Kharif,IR64,Andhra Pradesh,9.06
1901.2,23.9,16.8,29.5,7.05,41.3,81.3,68.8,286.4,Rainfed,Kharif,MTU1010,Andhra Pradesh,9.67
1146.9,37.5,31.8,44.0,5.43,163.0,90.7,13.5,69.9,Canal,Rabi,Swarna,Tamil Nadu,5.06
1263.7,22.6,15.6,28.8,6.27,108.3,52.7,19.2,322.7,Canal,Kharif,Swarna,Tamil Nadu,8.38
896.9,21.8,17.4,27.9,5.52,62.5,105.5,91.5,245.7,Rainfed,Rabi,Basmati,West Bengal,7.02
586.4,22.0,16.5,26.8,4.57,179.3,44.9,98.2,326.6,Borewell,Kharif,Swarna,Tamil Nadu,6.31
657.3,30.3,24.5,39.8,6.99,24.8,72.1,157.6,375.3,Rainfed,Kharif,IR64,West Bengal,7.42
1345.0,34.1,26.3,38.2,5.33,152.6,76.8,137.2,180.0,Canal,Rabi,MTU1010,Punjab,8.52
1504.7,26.6,22.3,33.2,5.89,41.5,114.3,135.1,297.8,Borewell,Kharif,MTU1010,West Bengal,9.94
1583.2,37.6,29.9,47.5,5.5,43.1,16.1,45.9,389.2,Borewell,Kharif,Swarna,Andhra Pradesh,4.93
1579.2,27.8,20.8,35.8,5.2,89.7,16.3,65.9,85.5,Borewell,Rabi,Basmati,Punjab,6.24
182.4,22.7,16.1,28.8,4.73,119.1,55.4,16.3,338.8,Borewell,Kharif,IR64,Punjab,0.84
988.8,28.4,21.5,33.3,5.68,124.3,110.1,93.0,56.8,Borewell,Rabi,IR64,West Bengal,8.15
115.1,32.2,26.2,42.0,4.79,4.0,2.6,11.1,6.9,Canal,Kharif,MTU1010,Punjab,0.75
1099.1,35.0,30.8,39.1,6.39,51.6,33.2,71.5,338.8,Rainfed,Kharif,Swarna,Andhra Pradesh,6.71
883.1,28.3,24.3,36.3,4.57,118.9,34.0,90.6,384.0,Rainfed,Kharif,IR64,Punjab,5.79
1775.4,30.7,23.4,40.0,7.79,160.2,36.6,36.5,12.9,Canal,Kharif,Basmati,Andhra Pradesh,0.53
701.8,24.8,18.2,29.0,7.88,120.6,3.0,124.1,337.8,Canal,Kharif,Basmati,Tamil Nadu,6.27
234.1,31.6,27.6,40.0,5.57,47.9,99.1,108.0,279.8,Rainfed,Rabi,Swarna,Punjab,1.1
286.0,37.7,31.7,47.7,5.41,91.4,1.1,23.7,279.9,Borewell,Kharif,Basmati,Tamil Nadu,2.27
1523.0,20.9,15.6,28.7,4.87,116.6,57.3,157.4,183.8,Rainfed,Kharif,Basmati,Tamil Nadu,8.04
1236.4,36.0,32.2,42.4,7.67,24.4,6.8,86.7,166.8,Rainfed,Kharif,MTU1010,West Bengal,4.7
202.2,30.1,24.5,39.4,6.55,98.1,95.8,4.2,149.2,Borewell,Rabi,Swarna,Tamil Nadu,0.65
168.2,24.5,20.1,31.9,6.64,84.9,89.6,56.0,152.7,Canal,Kharif,MTU1010,Tamil Nadu,0.93
1401.9,37.2,33.7,45.7,7.64,60.6,86.6,156.7,374.9,Rainfed,Kharif,MTU1010,West Bengal,5.57
145.5,28.7,23.4,36.2,7.69,112.2,88.4,144.4,326.3,Rainfed,Kharif,MTU1010,Andhra Pradesh,0.71
